CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[19951],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / QUIZAPU / PACIFIC OCEAN,LAVA FROM SURFACE FLOW,-35.653,-35.653,-70.761,-70.761,SUBAERIAL,,,s MH-12-24 [19951],DACITE [19951],,,,ARCHEAN [19951],,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [19951] ,66.58,0.55,,16.04,,,,3.69,2.92,1.05,0.1,,3.05,5.2,0.18,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42541024,,47.65042268,4.14594729,,,4.593485828,1.553953257,11.9332022,54.93697814,18.00721034,,,,,105.9920438,278.37506,25.04351069,288.7182994,8.052557573,,,,,,,,,,,,5.476131278,633.7145699,22.08478369,47.6359348,6.09801094,23.75683739,4.717802089,1.143709597,4.319990055,,3.897314769,0.752113376,2.399303829,,2.461461959,0.379164595,6.613625062,0.509696668,,,,,,,,,18.38015912,,11.27548483,3.163848831,,,,,,,,,,,,,,,,,,,,,,,,,1002560
[19951],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / QUIZAPU / PACIFIC OCEAN,LAVA FROM SURFACE FLOW,-35.653,-35.653,-70.761,-70.761,SUBAERIAL,,,s MH-12-16 [19951],DACITE [19951],,,,ARCHEAN [19951],,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [19951] ,67.25,0.5,,15.96,,,,2.96,2.47,0.89,0.09,,3.31,5.3,0.14,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20283019,,33.30436941,2.302631579,,,3.264647468,0.875124131,10.40495174,45.70171796,17.45283019,,,,,114.1509434,238.18761,25.65168818,272.8959782,7.795251698,,,,,,,,,,,,3.469463754,661.3207547,21.84707051,47.7797482,6.06417577,23.65938431,4.80387289,1.104766634,4.257696127,,3.941161867,0.788232373,2.507447865,,2.619165839,0.384806356,6.7775571,0.63306852,,,,,,,,,15.10675273,,12.36345581,3.419811321,,,,,,,,,,,,,,,,,,,,,,,,,1002561
[19951],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / QUIZAPU / PACIFIC OCEAN,LAVA FROM SURFACE FLOW,-35.653,-35.653,-70.761,-70.761,SUBAERIAL,,,s MH-12-14 [19951],DACITE [19951],,,,ARCHEAN [19951],,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [19951] ,67.56,0.52,,15.96,,,,3.06,2.5,0.9,0.09,,3.32,5.38,0.15,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46442495,,34.95979532,2.406189084,,,3.228557505,0.609161793,9.23143963,54.94922609,17.30628655,,,,,115.082846,239.81987,26.70565302,316.7580409,7.766334893,,,,,,,,,,,,6.158625731,654.5565302,23.25779727,49.08850658,6.334496832,24.96954191,5.013401559,1.187865497,4.538255361,,4.093567251,0.798001949,2.53411306,,2.607212476,0.395955166,7.236842105,0.487329435,,,,,,,,,33.7292885,,12.23196881,3.47831384,,,,,,,,,,,,,,,,,,,,,,,,,1002562
[19951],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / QUIZAPU / PACIFIC OCEAN,LAVA FROM SURFACE FLOW,-35.653,-35.653,-70.761,-70.761,SUBAERIAL,,,s MH-12-11 [19951],DACITE [19951],,,,ARCHEAN [19951],,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [19951] ,67.7,0.52,,15.64,,,,2.92,2.43,0.82,0.09,,3.47,5.24,0.14,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59244918,,34.23281704,2.450387222,,,3.27928364,0.750242014,12.72087186,53.58044518,16.9893514,,,,,118.1147144,241.5915,26.79695063,318.7257986,7.449905992,,,,,,,,,,,,6.189496612,658.5914811,22.57381413,49.22693538,6.243314376,24.66118103,5.07018393,1.083010649,4.489351404,,4.180784124,0.798644724,2.625847047,,2.643998064,0.405372701,7.284607938,0.502178122,,,,,,,,,18.97991288,,12.43949661,3.557599226,,,,,,,,,,,,,,,,,,,,,,,,,1002563
[19951],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / QUIZAPU / PACIFIC OCEAN,LAVA FROM SURFACE FLOW,-35.653,-35.653,-70.761,-70.761,SUBAERIAL,,,s MH-12-18 [19951],DACITE [19951],,,,ARCHEAN [19951],,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [19951] ,67.87,0.5,,15.83,,,,2.93,2.34,0.84,0.09,,3.35,5.36,0.13,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45674655,,33.88132081,0,,,3.722052846,4.567307692,11.47290924,60.4174409,17.81125598,,,,,109.7836463,253.1602712,25.31489407,297.2552519,8.83658384,,,,,,,,,,,,5.517871747,637.7649643,22.34673038,48.87284701,6.263232316,23.93317112,4.834564572,1.094809857,4.216558877,,3.930472621,0.794066003,2.416680948,,2.596368073,0.400208814,7.126543182,0.577246296,,,,,,,,,18.65010283,,12.17418789,3.383575071,,,,,,,,,,,,,,,,,,,,,,,,,1002564
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14B [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,46.4,0.54,,11.72,,,,11.92,5.26,19.6,0.2,,0.56,2.16,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,707,,,,446,,106,11,,,,,12,381,8,56,3,,,,,,,,,,,,,181,6.4,15.5,2.1,7.6,2.1,0.63,1.5,,1.4,0.26,0.8,0.11,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100509
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14K [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,45.8,0.64,,10.63,,,,11.79,5.07,21.4,0.19,,0.52,2.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1065,,,,643,,109,11,,,,,10,333,9,56,3,,,,,,,,,,,,,167,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100510
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14N [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,47.3,0.58,,10.94,,,,10.55,5.44,20.8,0.18,,0.71,1.67,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,1308,,,,621,,94,20,,,,,14.8,316,17.8,53,2,,,,,,,,,,,,,186,6.5,12.4,1.6,7.1,1.9,0.59,1.7,,1.6,0.35,0.9,0.13,0.8,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100511
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX12A [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,52,1.3,,18.17,,,,8.75,8.77,5.47,0.16,,0.72,3.63,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,63,,,,39,,83,17,,,,,9.9,603,10.5,84,4.9,,,,,,,,,,,,,350,14.3,34.8,4.5,19,4.7,1.39,3.7,,3.1,0.6,1.4,0.2,1.2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100512
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX12B [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,51.7,0.81,,18.02,,,,8.04,9.1,7.26,0.15,,0.49,3.57,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,160,,,,107,,78,19,,,,,3.8,692,10.6,50,2,,,,,,,,,,,,,165,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100513
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14A [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,50.9,1,,17.75,,,,8.8,9.2,7.09,0.16,,0.29,3.25,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,27.4,675,5.3,,,,,,,,,,,,,,,,6,15.2,2.1,8.7,2.6,1.04,2.3,,1.9,0.41,1.1,0.15,0.8,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100514
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14C [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,52.2,0.47,,18.9,,,,6.95,8.17,7.95,0.13,,0.78,3.11,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6.2,672,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100515
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14D [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,52.3,0.91,,18.96,,,,7.96,9.26,5.21,0.16,,0.37,3.72,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,72,,,,21,,85,15,,,,,9.5,647,4,38,2.7,,,,,,,,,,,,,245,9.5,22.5,3,12.1,3.2,1.32,2.5,,2.1,0.38,0.9,0.13,0.8,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100516
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14E [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,46.2,0.26,,23.41,,,,5.88,11.59,9.74,0.1,,0.34,1.57,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,189,,,,161,,57,19,,,,,,725,4.3,34,1.7,,,,,,,,,,,,,106,4.1,10,1.3,4.8,1.2,0.42,1,,0,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100517
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14H [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,46.9,0.7,,21.59,,,,8.02,10.24,7.64,0.11,,0.57,2.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,213,,,,133,,74,,,,,,,734,,35,1.5,,,,,,,,,,,,,222,5.4,11.1,0,4.7,1.2,0.57,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100518
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14I [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,51.1,1.06,,18.86,,,,8.05,10.16,5.91,0.15,,0.35,3.16,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,67,,,,46,,65,,,,,,14,685,,11,0.9,,,,,,,,,,,,,188,4.9,10.2,0,6.1,1.6,0.85,1.5,,1.6,0.33,0,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100519
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14J [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,50.4,0.92,,17.3,,,,8.95,10.4,8.17,0.2,,0.23,2.62,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,219,,,,64,,81,17,,,,,3,616,7.5,14,0.2,,,,,,,,,,,,,123,3.4,7,0,4.6,1.3,0.8,1.5,,1.4,0.34,0,0.13,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100520
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14L [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,49.6,1.32,,18.29,,,,9.61,9.76,6.07,0.16,,0.69,3.45,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,95,,,,45,,78,20,,,,,15.4,562,17.6,79,4.5,,,,,,,,,,,,,213,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100521
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14M [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,48.9,1.2,,19.04,,,,9.81,10.57,5.7,0.15,,0.41,3.38,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,69,,,,34,,75,20,,,,,6.1,633,12,42,2.4,,,,,,,,,,,,,178,7.5,15.5,1.9,9.5,2.7,0.88,2.3,,2.1,0.37,1,0.14,0.9,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100522
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14Q [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,49.4,0.78,,18.16,,,,8.82,10.09,8.24,0.16,,0.8,2.88,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,212,,,,95,,68,18,,,,,39.5,594,6.6,7,1,,,,,,,,,,,,,171,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100523
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14S [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,49.2,0.87,,18.19,,,,8.64,9.9,7.98,0.18,,0.57,3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,229,,,,78,,84,17,,,,,14.1,591,8,20,1.2,,,,,,,,,,,,,171,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100524
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14U [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,51.7,0.94,,17.66,,,,8.64,8.94,7.59,0.16,,0.37,3.4,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,204,,,,91,,72,20,,,,,6.4,592,10.6,32,1.6,,,,,,,,,,,,,247,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100525
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14W [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,49.4,1.31,,18.31,,,,9.66,9.79,6.11,0.16,,0.68,3.53,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,76,,,,36,,32,19,,,,,11,868,6.7,40,2.1,,,,,,,,,,,,,180,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100526
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14Y [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,46.1,0.12,,21.76,,,,6.18,10.57,10.75,0.11,,2.48,1.33,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,161,,,,237,,75,14,,,,,79.5,586,2.9,23,1,,,,,,,,,,,,,206,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100527
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14X [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,49.1,1.41,,18.98,,,,9.03,9.69,5.19,0.18,,0.52,4.1,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,51,,,,21,,88,21,,,,,7.2,693,23.4,70,3.9,,,,,,,,,,,,,213,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100528
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14V [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,44.9,0.28,,17.43,,,,8.8,8.99,16.45,0.14,,0.26,1.37,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,252,,,,335,,73,13,,,,,7.2,573,3.5,30,1,,,,,,,,,,,,,88,3.3,6.7,0,3.6,1,0.36,0,,0,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100529
[4743],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA / PACIFIC OCEAN,,-36,-36,-70.5,-70.5,SUBAERIAL,,,s HX14Z [4743],GABBRO [4743],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [4743] ,45.8,0.34,,19.5,,,,8.55,9.24,13.31,0.14,,0.47,1.72,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,305,,,,226,,78,15,,,,,14.3,632,4.2,28,1.4,,,,,,,,,,,,,140,4.2,7.9,0,4.1,1.2,0.45,0,,0,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100530
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA / PACIFIC OCEAN,,-3.033,-3.034,-79.23,-79.24,SUBAERIAL,,,s QC-249 [4687],ADAKITE [4687],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4687] ,58.85,0.89,,18.2,,6.07,,,6.65,2.78,0.08,,1,4.3,0.21,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,180,18,,,14,6,,,,,,,,16.5,710,34.5,92,3,,,,,,,,,,,,,500,19.4,32.5,,27.5,6,2.1,7.5,,5.2,,2.8,,2.35,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,100549
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA / PACIFIC OCEAN,,-3.033,-3.034,-79.23,-79.24,SUBAERIAL,,,s QC-150 [4687],ADAKITE [4687],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4687] ,60.1,0.83,,18,,5.35,,,6,2,0.06,,1.3,4.88,0.24,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,154,13,,,12,5.5,,,,,,,,22,870,20,100,2.9,,,,,,,,,,,,,640,21,37,,27.5,5.7,1.66,5.2,,3.15,,1.75,,1.42,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,100550
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA / PACIFIC OCEAN,,-3.033,-3.034,-79.23,-79.24,SUBAERIAL,,,s QC-154 [4687],ADAKITE [4687],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4687] ,60.7,0.83,,17.8,,5.25,,,6.2,2,0.06,,1.32,4.9,0.24,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,155,15,,,13,6,,,,,,,,22,885,9,104,3.3,,,,,,,,,,,,,670,16,33,,20,3.9,1.07,2.9,,1.8,,0.85,,0.72,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,100551
