station id,lon,lat,area,elev
2998451,153.42,68.5,17700,113.4
2998454,150.67,62.1,13600,956.2
2998470,135.27,68.02,89600,891.5
2998504,148.83,61.65,50100,1125
2998505,148.47,62.12,43600,1128.7
2998511,146.62,62.83,9560,1135.2
2998520,153,61.88,9090,864.9
2998550,149.47,61.43,56300,947.1
2998551,149.67,61.13,3490,924.2
2998560,147.42,61.9,10300,1168.6
2998600,144.07,64.68,22300,1195.1
2998702,164.17,68.1,30000,572.5
2998720,161.17,68.15,49600,493.4
2999150,114.06,71.98,78800,189
2999200,72.67,65.62,48000,81.6
2999250,82.28,66.6,100000,84.8
2999500,78.22,67,95100,79.4
2999910,123.22,72.12,198000,278.4
2999920,118.33,68.62,127000,379.8
2999922,112.43,68.5,89200,385.7
3178900,-70.52,-28.72,7187,3788.2
3179500,-73.07,-36.83,24029,997.1
3265010,-65.38,-25.28,7100,2961.6
3265050,-64.5,-25.33,1650,697.2
3265700,-64.7,-32.93,340,944.3
3265910,-58.55,-28.97,13877,68.3
3268210,-65.27,-24.73,850,1626.7
3268250,-64.83,-24.43,4100,1172.3
3268270,-64.47,-23.73,25800,2349.3
3268500,-62.37,-22.45,96000,3180.7
3269300,-57.68,-29.83,10056,72.4
3274030,-67.58,-28.08,14000,3332
