station id,lon,lat,area,elev
3274050,-67.63,-28.92,440,2259.9
3274080,-67,-27.58,1700,3187.4
3274100,-65.98,-27.4,1000,1701.4
3274120,-65.6,-27.1,620,1706.7
3274130,-65.35,-26.35,600,1097
3274800,-65.18,-31.1,2000,1253.6
3274830,-64.45,-31.37,1350,1048.5
3274900,-65.8,-32.27,690,1002.5
3274950,-65.5,-32.78,1130,1040.4
3274960,-65.4,-32.57,460,864.9
3275050,-68.83,-30.22,25500,3618.8
3275080,-69.53,-30.97,5280,3888.3
3275130,-69.68,-31.92,4790,3818.7
3275140,-69.68,-31.88,8500,3848.7
3275150,-69.7,-31.95,3710,3877.6
3275200,-69.77,-32.85,1800,4372.8
3275210,-69.27,-32.85,8180,3686.1
3275250,-69.25,-33.78,2380,3791.5
3275280,-69.33,-34.67,2753,3329.9
3275310,-65.68,-33.02,265,1026.5
3275400,-68.87,-35.03,3800,2403.5
3275500,-69.95,-36.73,2900,2199.9
3275700,-69.73,-37.1,15300,2248.5
3275800,-69.42,-38.53,30200,1519.1
3275880,-71.22,-39.8,790,1365.7
3275950,-71.15,-41.07,3900,1236.3
3276100,-71.17,-42.1,1200,1226
3276150,-70.53,-42.7,2800,772.3
3276200,-68.5,-43.85,16400,892.3
3276300,-71.35,-44.97,1300,737.6
3276800,-71.9,-50.27,15550,761.5
3289050,-71.3,-43.7,1500,945.5
3292100,-71.75,-41.38,750,1516.4
3308600,-58.58,5.85,66600,239.3
3512400,-54.43,4.98,60930,239.5
3514800,-51.88,3.82,25120,169.8
3618090,-66.85,1.22,61781,455.7
3618500,-61.12,1.82,124980,440.4
3618700,-60.5,5.03,3340,952
3618710,-60.47,4.63,3075,952
3618711,-60.53,4.17,5815,721.8
3618950,-69.13,0.48,40506,253.9
3621400,-69.43,-1.39,197136,433.3
3622400,-70.91,-4.34,62105,129.8
3624100,-73.66,-7.45,1137,270.2
3624120,-66.85,-4.84,162000,171.7
3624160,-72.66,-7.63,38537,251.2
3624300,-70.02,-7.43,48317,229.3
3625150,-67.8,-9.97,22670,213.2
3625310,-62.15,-4.73,359853,122.1
3625340,-64.8,-7.26,226351,167.3
3625370,-68.58,-9.04,63166,216.9
3627408,-61.94,-10.87,32800,347.4
3627650,-60.65,-7.21,131000,263.3
3627700,-58.93,-6.75,14597,127.7
3627701,-59.04,-6.8,12700,129
3629180,-58.16,-7.34,333000,343.1
3629380,-58.34,-11.36,55900,433.4
3629790,-57.95,-7.61,138000,375.2
3630050,-52.21,-3.21,446203,301.8
3630300,-54.4,-1.78,17072,192.7
3631050,-51.44,0.71,29820,164
3631100,-52.57,-0.57,51343,216.8
3631215,-54.66,1.22,5902,317.8
3649010,-49.32,-15.72,1978,890.9
3649012,-49.55,-15.28,10538,734.2
3649020,-48.2,-14.37,2913,827.9
3649030,-48.67,-14.98,11008,945.2
3649210,-48.71,-12.39,8690,509.2
3649211,-48.66,-11.98,13811,470.9
3649240,-48.29,-11.53,14475,539.3
3649310,-47.31,-7.71,9636,380
3649311,-47.77,-8.39,2776,333.6
3649410,-53.13,-17.17,4504,749.5
3649412,-51.83,-15.74,50930,624.2
3649416,-49.26,-8.27,320290,397.2
3649418,-48.54,-6.41,364500,369.2
3649419,-48.13,-5.63,376660,363.2
3649420,-53.55,-16.08,4830,668.4
3649430,-52.75,-15.71,1950,537
3649440,-51,-16.51,2022,630.5
3649449,-51.63,-15.57,9045,589.8
3649450,-51.47,-16.3,6471,631.9
3649459,-51.85,-15.89,12084,578
3649510,-50.7,-15.52,5370,583.5
3649511,-50.17,-15.92,231,697.5
3649614,-53.06,-15.25,17160,617.8
3649619,-50.96,-12.29,59163,397
3649850,-48.47,-6.67,3488,279.2
3650150,-47.77,-2.51,38178,144.7
3650202,-46.32,-1.8,31850,157
3650220,-46.71,-1.86,1444,46.9
3650221,-46.59,-1.74,1683,52.2
3650250,-45.96,-2.05,3300,45.8
3650270,-45.67,-2.94,4000,70.1
3650285,-45.46,-3.66,34030,191
3650310,-45.78,-4.03,6800,191.3
3650321,-46.14,-5.82,4160,354.7
3650330,-45.98,-5.77,4410,349.1
3650341,-45.32,-5.74,4800,262.6
3650350,-44.36,-6.37,6800,279.4
3650355,-43.36,-4.87,32700,185.1
3650359,-44.38,-3.63,49500,152.3
3650360,-43.59,-5.71,4970,218.4
3650370,-43.9,-4.44,3180,141.5
3650380,-43.7,-3.58,4240,90.5
3650385,-43.9,-3.46,12450,71.5
3650470,-42.7,-5.2,50000,395.3
3650471,-41.74,-5.22,19300,437.3
3650475,-42.23,-3.9,11000,152.8
3650488,-45.67,-8.28,26000,465.8
3650520,-39.83,-3.36,2800,161.6
3650526,-40.55,-4.38,1550,275.3
3650545,-38.95,-3.75,410,182.6
3650640,-39.51,-6.56,3700,495
3650690,-38.36,-4.5,2000,121.2
3650820,-35.59,-5.87,2630,250.2
3650840,-35.22,-6.45,3590,382.6
3650860,-35.16,-6.85,2910,244.9
3650870,-36.8,-7.2,480,587
3650875,-36.43,-7.4,3140,539.7
3650910,-35.23,-7.75,650,229
3650912,-35.06,-7.61,1250,163.3
3650920,-36.06,-8.01,2750,548.1
3650924,-35.63,-7.94,5110,487.5
3650925,-35.45,-7.88,5360,471.2
3650930,-36,-8.3,2009,683.5
3650940,-35.58,-8.68,4740,504.9
3650941,-35.92,-8.5,2610,624.7
3650970,-35.86,-9.47,3900,396.9
3650990,-36.3,-10.03,1380,218.8
3651300,-43.82,-20.02,1550,1158
3651309,-44.71,-17.59,26500,871.3
3651400,-46.57,-17.5,7760,703.6
3651520,-44.48,-14.42,2380,618.4
3651530,-44.46,-14.31,6030,710.4
3651535,-44.15,-14.26,16300,693.7
3651550,-44.29,-13.56,9550,722
3651650,-45.12,-12.41,6350,768.1
3651660,-45.1,-12.14,5410,776.5
3651670,-45.09,-12.43,4810,741.2
3651678,-43.85,-11.36,46300,701.8
3651680,-43.95,-11.24,22100,710.8
3651860,-37.97,-7.87,4970,610.1
3651870,-38.17,-8.53,2260,516.9
3652010,-37.19,-10.66,1960,191.8
3652030,-39.63,-10.97,11825,495.7
3652065,-40.59,-11.55,1895,688.5
3652080,-38.32,-12.42,3300,206.2
3652089,-38.07,-12.51,4860,158.3
3652110,-41.33,-12.76,9282,833.5
3652115,-41.32,-12.84,2517,999.6
3652120,-41.06,-12.94,1420,571.5
3652130,-39.85,-12.52,31488,680.5
3652200,-41.45,-14.01,3248,808.3
3652210,-41.14,-14.61,6980,739.7
3652230,-39.3,-14.81,3695,224.8
3652350,-40.23,-15.24,2810,518.1
3652410,-43,-17.58,2535,890.4
3652419,-42.06,-16.85,16230,763.1
3652500,-40.35,-17.83,14174,481.7
3652610,-43.14,-20.36,1371,791
3652660,-41.16,-19.49,8810,596
3652870,-42.7,-21.39,5858,546.4
3652879,-42.18,-21.54,8245,505.8
3652950,-42.67,-22.48,148,922.2
3652955,-42.74,-22.59,287,797.8
3652980,-44.62,-22.74,22,1372
3652985,-44.56,-22.96,597,1038.2
3653110,-49.27,-24.8,4570,764.6
3653250,-49.08,-26.48,796,312
3653450,-49.11,-28.42,2740,381.9
3653620,-51.83,-28.85,1829,727.2
3653710,-53.49,-30.96,4069,282.2
3660700,-45.43,-22.44,869,1393.9
3660730,-45.26,-21.68,851,1036
3660900,-44.35,-21.69,2083,1256.2
3661300,-49.23,-21.88,1927,500.1
3662300,-53.05,-21.61,13590,424.8
3663200,-53.74,-24.17,20982,565.3
3663500,-52.93,-24.62,1350,560.8
3663550,-52.7,-24.75,2513,712
3663600,-51.95,-24.02,3294,549.1
3663650,-53.3,-23.2,34432,576.5
3663655,-52.66,-23.32,28427,597.3
3663700,-50.98,-23.25,21915,770.2
3663800,-50.28,-23.08,5622,654.6
3664100,-52.93,-25.77,6696,810.2
3664600,-50.88,-26.38,2614,1032.3
3664905,-49.8,-26.11,3379,795.7
3666050,-57.7,-16.08,32774,266.2
3666200,-56.01,-17.2,17150,350.8
3666250,-54.15,-17.21,2872,748.6
3666300,-56.54,-16.32,2660,143
3666500,-55.21,-16.61,21800,533.3
3667200,-56.4,-20.24,15460,325.2
3667300,-54.76,-18.51,27040,476.5
3667400,-57.3,-22.22,11100,287.1
3669050,-50.76,-28.21,8400,1088.3
3669350,-52.18,-26.95,630,763
3669520,-54.74,-28.18,9426,369.8
3669600,-56.05,-29.31,42498,194.4
3669630,-55.79,-29.77,5942,176.4
3822600,-78.97,-2.89,1260,2897.1
3822650,-79.07,-2.87,312,2904.5
3843500,-78.21,0.38,686,2974.3
3844150,-78.17,0.03,416,3585
3844200,-78.95,-0.32,1435,3324.2
3844300,-79.46,-1.02,3507,1883
3844450,-79.75,-1.55,4400,1189.5
3844465,-79.35,-1.39,2980,2208.9
3948800,-76.15,-13,4900,4127.8
4101200,-163.68,67.88,1826,391.6
4101400,-148.96,70.28,8107,406.1
4101451,-148.82,69.01,4817,1134.9
4101900,-160.13,66.97,24657,433.9
4102100,-158.1,61.87,80549,462.7
4102200,-158.19,59.93,3859,325.1
4102300,-149.03,61.5,3056,1213.5
4102310,-149.07,61.61,5361,1394.8
4102450,-150.02,62.35,5170,1220
4102600,-133.7,58.54,17094,1231.8
4102700,-144.46,61.47,53354,1446.5
4102820,-149.69,62.77,15954,1250
4102850,-151.08,60.48,5053,665
4103600,-149.09,64.56,66304,1122.5
4103622,-148.95,63.84,4947,1138.6
4103630,-147.7,64.85,5167,666.3
4103633,-146.36,64.9,2427,811.9
4103650,-146.93,64.47,5620,880.6
4103710,-140.89,67.42,59829,666.6
4103750,-143.75,63.39,22144,1274.6
4113340,-97.05,46.91,3833,353.2
4113350,-97.92,48.91,8676,476.5
4113351,-97.56,48.99,8832,472.4
4113360,-98.72,47.81,5361,508.6
4113361,-98.03,47.43,16757,488.1
4113410,-103.08,48.98,4636,650
4113900,-91.54,47.92,658,475
4115082,-121.68,46.61,743,1321.6
4115210,-121.21,45.76,3359,977.3
4115211,-121.25,46.26,391,1426.3
4115220,-120.01,44.79,13183,1414.2
4115221,-120.41,45.59,19632,1131.4
4115222,-118.9,44.42,1000,1634
4115223,-119.43,44.81,6527,1442.2
4115224,-119.14,44.89,1334,1499.8
4115230,-120.61,47.58,2590,1342.9
4115231,-120.42,47.5,3370,1253.3
4115235,-119.99,48.08,4590,1363.2
4115236,-120.18,48.47,2608,1566.8
4115241,-118.32,45.72,339,1274.2
4115250,-118.73,46.03,4292,729.2
4115305,-119.62,48.98,9194,1358.2
4115310,-118.77,48.98,5698,1342.4
4115311,-118.22,48.98,9842,1345.4
4115330,-114.01,48.5,2922,1814.1
4115350,-116.32,47.55,3168,1205.4
4115351,-116.25,47.57,2318,1228.2
4115410,-116.19,47.27,2668,1450.3
4116150,-117.73,45.62,622,1819.6
4116170,-117.25,44.88,404,1524.6
4116193,-110.69,44.09,1259,2502.2
4116200,-118.15,46.76,6475,748.8
4116201,-116.95,46.92,821,958.1
4116301,-116.26,46.48,14452,1650.6
4116302,-116.02,46.23,12562,1721.8
4116311,-115.65,46.84,3522,1482.6
4116320,-115.51,46.09,4947,1902.5
4116325,-115.59,46.15,3056,1670.7
4116330,-116.32,45.75,35094,2113.2
4116331,-114.44,45.32,16239,2189.1
4116332,-113.9,45.18,9738,2184.7
4116333,-114.73,44.27,2077,2432.9
4116340,-113.64,44.94,2318,2261.9
4116350,-115.72,42.77,6812,1747.7
4116351,-115.67,41.93,989,2090.4
4116360,-114.93,44.22,381,2253.9
4116370,-114.05,44.52,2142,2339.7
4116407,-116.12,44.91,373,2102.8
4116461,-115.73,43.66,2150,2073.8
4118100,-119.83,38.77,169,2096
4118200,-118.36,35.05,41,907
4118220,-117.84,34.42,59,1980
4118300,-116.54,33.74,241,1200.7
4118310,-116.39,33.63,79,1217
4118320,-116.23,35.85,8003,1075.6
4118400,-119.18,43.72,2419,1559.4
4118420,-118.87,42.79,518,1916.2
4118450,-117.58,41.98,363,1900.9
4118800,-112.43,37.65,881,2435.2
4118900,-111.03,42.4,293,2209.8
4119150,-91.26,42.74,4002,339.8
4119170,-90.53,41.77,6050,307.3
4119210,-89.62,42.3,3434,285.8
4119220,-89,42.19,2846,266.6
4119230,-90.16,41.49,2598,228.4
4119252,-92.91,42.07,3968,351.1
4119262,-92.47,42.65,4302,351.3
4119263,-92.67,43.06,2730,365.2
4119270,-91.28,40.75,11168,272.8
4119271,-92.66,41.36,4235,296.6
4119283,-94.19,42.72,3388,366.9
4119286,-94.38,41.99,4193,371.4
4119288,-93.8,42.43,2186,357
4119295,-90.98,39.02,2339,220
4119310,-88.19,41.35,13338,217.1
4119311,-87.67,41.16,5942,223.2
4119312,-87.34,41.18,4608,227.1
4119313,-86.97,41.22,3502,229.9
4119315,-87.82,41.01,5416,211.2
4119318,-88.93,41.21,3240,210.2
4119327,-90.63,40.02,3349,195.1
4119431,-90.62,44.56,1940,407.8
4119500,-90.75,42.55,337,279
4119510,-90.63,42.08,4022,287.7
4119600,-87.94,42.34,601,220
4120112,-107.3,44.85,534,2596.8
4120800,-106.36,47.35,6615,877
4120952,-110.57,45.6,9197,2489.9
4120953,-110.79,45.11,6783,2630.3
4120960,-105.35,44.93,3203,1247.6
4121100,-103.26,47.6,21523,958
4121101,-103.92,46.3,12018,1069.8
4121102,-103.97,45.55,5102,1134.2
4121110,-101.62,47.29,5802,683.4
4121111,-102.06,47.15,3186,705.7
4121120,-100.93,46.38,10619,747.7
4121121,-102.55,46.43,1502,819.4
4121125,-101.33,46.09,4532,790.7
4121126,-102.47,46.15,1432,844.2
4121130,-102.16,45.2,6889,883.6
4121131,-100.84,45.26,12639,810.8
4121140,-103.82,43.31,18500,1445.7
4121145,-104.94,44.32,4377,1455.3
4121150,-100.38,44.33,8047,660.6
4121310,-96.96,42.99,4351,475.9
4121311,-96.92,42.82,5962,467.3
4121320,-96.56,42.84,21818,506.1
4121321,-96.75,44.18,10096,547
4121330,-96.31,42.58,2295,425.1
4121340,-95.8,42.47,6475,430.5
4121341,-95.97,41.96,9132,415.4
4121350,-95.78,41.64,2256,409.6
4122100,-96.28,41.29,17871,496.5
4122101,-98.03,42.12,5698,653.6
4122105,-96.52,41.71,2629,435.3
4122110,-100.1,41.82,5284,997.2
4122111,-100.53,41.78,2502,1078.1
4122120,-107.2,42.46,6027,2149.8
4122154,-106.34,40.64,3706,2712.6
4122155,-106.51,42.01,6055,2332.4
4122160,-95.63,40.63,7268,377.2
4122165,-95.58,40.87,3434,384.5
4122170,-95.81,40.39,2051,355.7
4122180,-95.6,40.04,3468,373.8
4122190,-94.7,39.69,4558,333.5
4122200,-96.72,39.45,23569,467.9
4122210,-96.75,39.7,9088,493.9
4122211,-96.86,39.78,8609,502.5
4122212,-98.07,40.33,2549,594
4122221,-100.86,38.79,9208,1080.2
4122260,-93.2,38.99,2901,241.7
4122280,-91.98,37.93,7356,354.4
4122281,-91.82,38.39,8236,322.6
4122360,-99.55,40.13,9946,970.5
4122636,-99.38,41.78,6086,854
4122638,-100.11,41.83,4740,1073.9
4122639,-98.74,41.03,6009,756.4
4123083,-83.36,36.85,969,685.7
4123085,-84.53,36.63,2471,468.5
4123120,-87.98,38.39,590,134.8
4123135,-86.26,40.78,2044,252
4123136,-86.56,41.16,2217,257.2
4123137,-88.02,38.94,3926,189.4
4123140,-87.77,38.08,269,142
4123209,-86,39.36,1228,246.1
4123225,-86.23,38.24,1233,229
4123235,-84.28,39.87,1684,306.6
4123240,-84.81,38.27,1225,276.4
4123245,-85.7,37.77,3364,272.6
4123255,-83.42,38.8,1002,269.6
4123265,-81.71,38.18,1013,554.4
4123270,-80.81,37.64,4193,861
4123271,-80.64,37.72,3533,870.3
4123272,-80.13,38.19,1399,973.6
4123275,-81.01,37.54,1023,774.7
4123277,-80.75,36.94,5703,858
4123278,-80.98,36.65,2929,909.6
4123290,-81,39.48,1186,317.7
4123310,-85.67,38.8,759,252.7
4123320,-80.54,40.68,1285,341.7
4123330,-80.04,39.15,2367,839.1
4123331,-79.94,39.03,1052,908.2
4123335,-79.62,39.07,904,995
4123337,-79.68,39.1,552,965.9
4123340,-79.67,39.35,2432,944.4
4123341,-79.68,39.12,1870,1004.9
4123345,-79.42,39.42,347,789.3
4123347,-79.23,39.86,989,721.7
4123351,-78.39,41.96,1424,596
4123355,-79.96,41.44,2662,431.2
4123357,-79.39,40.99,1368,484
4123370,-83.4,36.43,3818,621
4123381,-82.59,35.5,1751,778.6
4123385,-82.46,36.18,2085,966.8
4123510,-85.16,39.58,1352,318.4
4123810,-81.84,37.49,1305,678.9
4123811,-82.39,37.82,3077,542.1
4123850,-81.84,38.08,697,519.2
4125020,-94.57,37.25,3015,337.9
4125062,-97.91,35.95,40697,744.5
4125063,-98.88,36.52,34535,876.1
4125064,-100.49,37.01,22108,1213.8
4125065,-96.87,36.12,80,278
4125075,-102.96,36.93,2864,1789.8
4125080,-97.28,36.81,4815,412.8
4125100,-99.35,38.2,5563,759.9
4125110,-98.01,37.86,2038,554.6
4125205,-95.16,34.91,316,262.5
4125210,-94.41,35.16,381,262.5
4125552,-104.49,36.3,7382,2267.8
4125561,-101.49,36.72,5540,1302.7
4125810,-97.39,37.83,3437,458
4125904,-94.08,36.07,1036,488.7
4125910,-90.85,36.62,5278,270
4125911,-91.01,36.99,4318,314.9
4125917,-91.11,36.35,2937,221.7
4125918,-91.2,36.65,2054,279.1
4125920,-92.75,35.98,2147,438.4
4125925,-93.46,36.81,2556,409.1
4125930,-93.62,36.43,1365,502.2
4125944,-90.79,37.34,1254,314.6
4125950,-91.36,37.16,1031,326
4126815,-99.9,35.01,1077,633.7
4126850,-100.07,34.23,7133,758.7
4126851,-99.28,34.18,9034,729.3
4127150,-88.98,35.28,3833,150.5
4127400,-89.22,36.24,4856,135.9
4127600,-90.54,33.55,1986,43.6
4127700,-90.7,32.35,7283,104.1
4127701,-89.77,33.19,2660,126.7
4127910,-91.11,31.32,2038,117.4
4127920,-91.3,31.23,466,89.7
4127940,-90.84,30.89,1502,101.4
4127941,-90.99,30.46,3315,71.8
4127950,-90.68,30.5,640,63
4132100,-92.09,46.63,1088,341
4132300,-90.7,46.49,1546,414
4132900,-85.27,46.58,2046,248.6
4133100,-87.2,45.76,1166,322.1
4133300,-87.91,43.1,1803,251.1
4133550,-85.85,41.59,1538,279.3
4133651,-85.2,42.32,2134,306.9
4133652,-84.96,42.26,1163,322.1
4133750,-85.68,42.96,12691,267.7
4133751,-84.56,42.75,3186,288.5
4133800,-85.7,44.44,2220,376.6
4134350,-84.71,43.63,1077,293.7
4134600,-83.18,43.58,930,235.6
4135210,-83.16,41.31,3240,263.3
4135215,-83.19,41.04,2005,283.5
4135300,-82.91,42.6,1901,221.1
4135500,-81.23,41.72,1774,288
4135800,-78.94,42.46,1129,533.5
4143500,-74.78,44.86,1585,374.2
4143790,-72.7,44.96,1241,333.2
4145050,-122.59,48.84,2036,682.7
4145085,-121.57,48.42,1849,1251.5
4145100,-124.25,47.81,655,1048.2
4145120,-123.89,47.46,684,757.5
4145130,-124.32,47.54,1153,525.9
4145150,-123.49,47,774,225.4
4145200,-121.65,47.49,399,1161.1
4145300,-121.07,48.67,272,1413.9
4145401,-123.58,48.05,697,1218.5
4146100,-124.08,41.79,1590,912.7
4146120,-124.05,41.3,717,550.6
4146140,-121.88,42.56,7770,1598.9
4146141,-121.83,42.74,3341,1556
4146145,-121.85,42.58,4053,1651.4
4146200,-123.33,39.71,1930,1252.2
4146230,-123.67,39.17,785,410.9
4146250,-122.62,39.17,156,887
4146300,-121.73,37.87,110,161
4146310,-122.39,37.33,132,408
4146320,-121.07,36.27,604,724.4
4146330,-121.77,37.46,200,791
4146340,-121.49,37.08,282,469.5
4146350,-121.68,37.56,337,739.5
4146380,-120.07,37.9,373,1901.2
4146410,-120.23,35.02,2295,1126.9
4146610,-120.17,34.84,728,1136.6
4146630,-119.91,34.6,192,956.5
4146910,-116.76,33.3,66,912
4146950,-116.95,33.05,149,731.5
4147210,-71.09,43.99,997,465.7
4147410,-71.56,42,236,134.3
4147440,-71.83,41.38,764,60
4147450,-72.18,41.7,1046,177.6
4147465,-72.04,44.37,1129,432.5
4147470,-72.9,42.24,244,323.5
4147510,-74.17,41.69,1800,201.4
4147540,-74.08,40.89,141,60.5
4147721,-78.02,40.48,2113,389.8
4147810,-75.79,39,293,17
4147903,-78.65,39.45,3849,578.1
4147905,-77.37,39.4,2116,175.5
4147907,-78.21,38.91,4253,495.4
4148070,-77.17,36.77,3680,58
4148610,-81.42,32.19,6864,87.3
4148750,-81.87,31.22,7226,51.2
4148950,-81.31,26.93,806,26.7
4149110,-89.9,30.63,3142,84.1
4149123,-89.34,32.8,2341,143.1
4149310,-88.14,30.8,324,52.5
4149355,-88.91,32.33,956,125.3
4149360,-88.81,31.1,9052,93.2
4149415,-86.98,33.71,2292,251.7
4149430,-84.85,34.83,653,435.3
4149510,-86.63,30.75,1616,75.4
4149610,-85.17,30.53,2023,47.7
4149710,-84.38,30.55,2953,77.5
4149780,-82.93,29.96,20409,60.4
4149781,-82.92,29.79,24320,59.3
4149810,-82.72,29.85,2634,40.2
4150282,-98.56,28.31,20961,303.8
4150300,-97.77,28.92,619,129.5
4150315,-97.65,29.67,2170,248.2
4150320,-97.45,29.22,1422,111.4
4150410,-96.69,28.96,2116,60.7
4150461,-99.11,30.66,8410,624.4
4150462,-99.73,30.5,4804,669.6
4150470,-100.61,31.38,6871,792.5
4150471,-100.71,31.43,5398,795.2
4150515,-98.02,31.08,2119,384.5
4150585,-99.14,28.74,8881,360.4
4151300,-104.05,32.02,1784,1221.2
4151400,-104.72,33.3,2494,1959.4
4151410,-104.41,32.74,2745,1986.3
4151421,-105.32,35.65,218,2395.7
4151600,-106.85,34.41,19036,2016.6
4151610,-107.75,35.07,5957,2231
4152120,-113.61,34.23,12000,1239.2
4152200,-108.68,32.73,7327,2086.1
4152201,-108.54,33.06,4828,2260.1
4152400,-111.72,34.07,15175,1672.4
4152500,-110.11,31.38,1909,1614.8
4152580,-108.42,40.55,9661,2128.7
4152900,-109.3,33.05,7164,2092
4185100,-67.09,18.36,184,256.5
4185200,-66.03,18.03,47,7
4185250,-66.53,18.43,510,390.8
4185251,-66.46,18.32,332,533
4185252,-66.41,18.29,143,576
4185301,-66.01,18.24,233,5.5
4185350,-67.15,18.14,311,311.3
4185400,-65.97,18.26,156,3.5
4185500,-67.05,18.28,244,558
4185650,-66.37,18.45,257,258.8
4202100,-137.97,60.12,16200,1275.8
4202110,-137.51,60.75,8500,1152.8
4202120,-136.99,61.18,2960,1130.2
4202130,-136.99,61.2,194,1136.5
4202200,-137.09,60.12,1750,1272.7
4202210,-136.92,60.1,365,1406.2
4203050,-139.88,67.56,55400,666.5
4203060,-139.7,67.63,13900,486.3
4203150,-135.89,63.59,31598,1299.5
4203165,-137.27,63.61,2870,1052.8
4203210,-139.41,64.04,7800,1083.8
4203215,-138.58,64.02,1100,1144
4203220,-139.63,63.77,2220,831
4203250,-139.49,63.08,149961,1162.5
4203300,-140.55,61.99,6240,2151
4203330,-139.05,61.43,4950,1546
4203335,-139.16,61.36,631,1484
4203340,-137.02,62.57,1730,1131.2
4203400,-136.27,62.1,81800,1162.1
4203410,-136.28,62.05,6370,1113.2
4203500,-136.58,62.83,49000,1186.9
4203501,-133.38,62.22,22100,1267.3
4203510,-132.38,61.99,7250,1170.2
4203700,-134.46,60.61,1700,1056.3
4203750,-134.9,60.13,875,1293.4
4203755,-135.01,59.84,240,1148
4203760,-134.78,61.49,36519,1147.7
4203770,-133.3,60.48,30300,1172.1
4203790,-131.77,59.93,3320,1360.8
4203800,-134.39,59.59,717,1407.3
4203810,-134.21,59.43,269,1299.1
4203850,-133.81,59.6,6810,1180
4203860,-134.32,59.95,992,1260.5
4203870,-132.91,59.91,1910,1282.5
4203900,-135.19,61.43,30821,1176.6
4203901,-135.04,60.71,19400,1187.6
4203910,-135.74,60.85,6990,1264.9
4203911,-136.12,60.61,4070,1287.2
4204010,-131.67,56.74,9350,1243.3
4204100,-131.15,57.9,29300,1367.1
4204900,-132.13,56.71,51593,1250.5
4206010,-130.69,56.35,1480,1339.8
4206100,-129.09,55.26,19200,1070.5
4206210,-129.31,54.36,370,890.3
4206280,-127.5,54.6,368,1357.7
4206300,-132.21,53.61,477,199.2
4206500,-126.16,52.42,3730,1544.5
4206650,-124.92,50.98,5720,1586.4
4206820,-126.57,50.44,360,874.2
4206840,-126.1,49.71,185,1011.7
4206860,-124.48,49.35,237,725.5
4206880,-124.31,48.58,580,598.5
4206890,-123.67,48.73,209,479.3
4206920,-127.68,55.72,12400,1315.7
4206950,-123.2,49.79,2330,1211.5
4207050,-127.54,53.65,87,1482
4207100,-125,54.01,3600,1031.3
4207130,-124.24,54.61,414,887.9
4207150,-124.27,54.42,14600,1008.9
4207190,-122.62,54.01,32400,1334
4207200,-122.37,54.05,2875,1120.9
4207220,-122.68,54.1,4300,870.4
4207250,-122.89,53.31,12400,1163.9
4207300,-123.54,52.07,6940,1641
4207305,-122.65,51.85,19300,1490.4
4207320,-122.22,52.84,11500,1360.5
4207321,-121.57,52.62,5930,1400.7
4207330,-121.76,52.92,133,1626.5
4207350,-120.22,53.44,252,1750.1
4207380,-119,52.98,1700,1976.8
4207390,-118.8,52.92,458,1923.5
4207600,-120.19,52.14,2950,1604.9
4207610,-119.41,52.73,298,1847.4
4207710,-119.88,51.35,168,1474.2
4207750,-122.8,50.34,2160,1521.5
4207770,-121.86,49.95,715,1420.2
4207810,-121.23,50.33,7280,1287
4207820,-120.21,51.12,135,931
4207830,-120.24,51.04,19600,1386.5
4207850,-119.65,50.94,3080,1352.5
4207880,-118.8,50.94,904,1622
4207910,-121.96,49.1,1230,1320.2
4207950,-120.13,49.97,87,1682
4208030,-133.86,67.75,1310,133.8
4208040,-134.88,67.25,70600,845.1
4208041,-136.04,65.89,25700,1045.8
4208065,-133.08,66.79,18600,852.5
4208110,-127.68,65.3,6860,895
4208130,-117.62,56.92,4680,820.3
4208160,-123.51,65.13,145000,322.7
4208168,-117.76,65.6,31100,344.8
4208200,-123.43,62.48,9840,911.2
4208210,-115.02,64.39,1790,416.3
4208221,-125.8,61.64,14600,1457.5
4208225,-125.41,61.53,8560,1320.4
4208230,-122.09,61.34,542,457.3
4208240,-128.15,59.95,9450,1218.7
4208245,-126.46,59.66,3740,914.5
4208251,-129.21,59.19,6940,1318.5
4208255,-127.31,59.62,22700,1259.1
4208256,-127.53,59.1,11200,1338.3
4208258,-127.84,59.06,6580,1351.8
4208260,-126.95,59.69,9190,1107.1
4208265,-129.13,59.76,1700,1284.5
4208267,-129.82,59.12,888,1463.8
4208270,-126.1,59.41,104000,1260.5
4208271,-121.22,61.75,275000,1116.3
4208272,-124.48,59.74,119000,1261.8
4208274,-127.23,59.7,61600,1238.7
4208275,-128.9,60.05,33400,1270.4
4208280,-123.48,60.24,222000,1119.3
4208288,-126.23,59.45,211,969.9
4208289,-125.94,59.34,1190,1319.2
4208290,-129.12,60.47,12800,1249.2
4208295,-129.55,60.21,5100,1336.2
4208297,-129.7,60.16,607,1091.4
4208307,-122.72,58.03,332,872.1
4208308,-122.72,58.11,109,879
4208325,-125.38,58.86,2570,1631.2
4208335,-119.84,61.14,9270,525.8
4208350,-116.97,63.11,13900,344.8
4208357,-115.43,63.97,13300,384.7
4208360,-122.66,58.79,20300,1088.4
4208370,-114.16,62.55,16300,339.4
4208371,-114.26,62.67,11300,347.3
4208383,-123.32,58.89,273,519.8
4208386,-122.9,62.65,20200,384.8
4208399,-122.69,57.23,2160,1461.8
4208410,-108.47,62.89,26600,430.7
4208420,-111.95,60.65,58700,398.2
4208427,-109.65,60.51,8830,442.3
4208461,-118.33,58.6,10400,645.9
4208477,-117.42,60.94,15600,408.3
4208480,-122.36,56.46,2200,1352.4
